application_id,customer_id,loan_amount,loan_intent,loan_grade,loan_interest_rate,loan_percent_income,loan_status,loan_amount_category,interest_rate_category,income_burden_category,loan_grade_score
A010161,C010161,13000,EDUCATION,C,13.23,0.2,0,medium,medium,medium,3
A010162,C010162,9600,PERSONAL,C,11.97,0.26,0,medium,medium,medium,3
A010163,C010163,9600,DEBTCONSOLIDATION,D,16.77,0.31,1,medium,high,medium,4
A010164,C010164,7000,VENTURE,C,12.87,0.11,0,medium,medium,low,3
A010165,C010165,9600,DEBTCONSOLIDATION,C,13.11,0.25,0,medium,medium,medium,3
A010166,C010166,5000,HOMEIMPROVEMENT,B,11.58,0.08,0,small,medium,low,2
A010167,C010167,9600,PERSONAL,C,13.48,0.3,1,medium,medium,medium,3
A010168,C010168,5000,MEDICAL,C,13.47,0.08,0,small,medium,low,3
A010169,C010169,9600,VENTURE,C,14.65,0.24,0,medium,medium,medium,3
A010170,C010170,9600,VENTURE,C,14.27,0.24,0,medium,medium,medium,3
A010171,C010171,9600,PERSONAL,D,14.54,0.28,1,medium,medium,medium,4
A010172,C010172,9000,MEDICAL,C,14.79,0.14,0,medium,medium,low,3
A010173,C010173,18000,VENTURE,B,10.25,0.28,0,medium,medium,medium,2
A010174,C010174,9600,MEDICAL,C,14.72,0.24,0,medium,medium,medium,3
A010175,C010175,4000,DEBTCONSOLIDATION,A,7.14,0.06,0,small,low,low,1
A010176,C010176,3000,MEDICAL,B,11.26,0.05,0,small,medium,low,2
A010177,C010177,16075,VENTURE,A,,0.25,0,medium,,medium,1
A010178,C010178,18000,MEDICAL,B,10.99,0.28,0,medium,medium,medium,2
A010179,C010179,6500,EDUCATION,B,11.71,0.1,0,medium,medium,low,2
A010180,C010180,20000,VENTURE,D,15.05,0.31,0,medium,high,medium,4
A010181,C010181,9600,EDUCATION,D,17.27,0.27,1,medium,high,medium,4
A010182,C010182,8000,EDUCATION,A,6.92,0.12,0,medium,low,low,1
A010183,C010183,8400,DEBTCONSOLIDATION,B,11.99,0.13,0,medium,medium,low,2
A010184,C010184,13250,VENTURE,B,10.37,0.2,0,medium,medium,medium,2
A010185,C010185,9600,EDUCATION,C,11.22,0.23,0,medium,medium,medium,3
A010186,C010186,16800,PERSONAL,B,,0.26,0,medium,,medium,2
A010187,C010187,9600,HOMEIMPROVEMENT,A,5.99,0.26,1,medium,low,medium,1
A010188,C010188,9600,PERSONAL,D,16.77,0.25,1,medium,high,medium,4
A010189,C010189,9600,EDUCATION,C,12.73,0.21,0,medium,medium,medium,3
A010190,C010190,5000,EDUCATION,B,10.74,0.08,0,small,medium,low,2
A010191,C010191,3600,EDUCATION,D,15.99,0.05,0,small,high,low,4
A010192,C010192,9600,EDUCATION,B,10.25,0.21,0,medium,medium,medium,2
A010193,C010193,9600,MEDICAL,B,12.18,0.21,0,medium,medium,medium,2
A010194,C010194,6000,EDUCATION,E,16.45,0.1,1,medium,high,low,5
A010195,C010195,21000,VENTURE,E,16.45,0.35,1,large,high,medium,5
A010196,C010196,10000,VENTURE,A,,0.15,0,medium,,low,1
A010197,C010197,10000,MEDICAL,C,11.78,0.15,0,medium,medium,low,3
A010198,C010198,2000,EDUCATION,D,14.59,0.03,0,small,medium,low,4
A010199,C010199,9600,DEBTCONSOLIDATION,B,10.99,0.21,0,medium,medium,medium,2
A010200,C010200,8800,EDUCATION,A,9.63,0.13,0,medium,low,low,1
A010201,C010201,16800,MEDICAL,C,13.92,0.26,0,medium,medium,medium,3
A010202,C010202,9600,EDUCATION,C,12.73,0.2,0,medium,medium,medium,3
A010203,C010203,9600,HOMEIMPROVEMENT,A,7.51,0.19,0,medium,low,low,1
A010204,C010204,1275,DEBTCONSOLIDATION,B,10.99,0.02,1,small,medium,low,2
A010205,C010205,9600,EDUCATION,C,14.26,0.19,0,medium,medium,low,3
A010206,C010206,9600,HOMEIMPROVEMENT,A,,0.19,0,medium,,low,1
A010207,C010207,9600,MEDICAL,C,,0.19,0,medium,,low,3
A010208,C010208,15000,PERSONAL,D,18.25,0.23,0,medium,high,medium,4
A010209,C010209,9600,DEBTCONSOLIDATION,D,15.31,0.21,1,medium,high,medium,4
A010210,C010210,18000,HOMEIMPROVEMENT,C,13.49,0.27,0,medium,medium,medium,3
A010211,C010211,5000,MEDICAL,A,7.9,0.08,1,small,low,low,1
A010212,C010212,9600,VENTURE,B,11.71,0.18,0,medium,medium,low,2
A010213,C010213,9600,PERSONAL,D,,0.18,0,medium,,low,4
A010214,C010214,9600,VENTURE,A,7.66,0.18,0,medium,low,low,1
A010215,C010215,15000,VENTURE,A,6.03,0.23,0,medium,low,medium,1
A010216,C010216,6000,EDUCATION,A,7.9,0.09,0,medium,low,low,1
A010217,C010217,9600,PERSONAL,A,7.9,0.18,0,medium,low,low,1
A010218,C010218,6000,EDUCATION,A,7.51,0.09,0,medium,low,low,1
A010219,C010219,5000,EDUCATION,A,7.9,0.08,0,small,low,low,1
A010220,C010220,7500,DEBTCONSOLIDATION,D,17.58,0.11,0,medium,high,low,4
A010221,C010221,8000,HOMEIMPROVEMENT,C,14.27,0.13,1,medium,medium,low,3
A010222,C010222,6000,VENTURE,A,6.62,0.09,0,medium,low,low,1
A010223,C010223,9600,EDUCATION,A,7.51,0.2,1,medium,low,medium,1
A010224,C010224,9600,MEDICAL,A,8.9,0.17,0,medium,low,low,1
A010225,C010225,9600,VENTURE,A,7.49,0.17,0,medium,low,low,1
A010226,C010226,9600,VENTURE,A,7.66,0.17,0,medium,low,low,1
A010227,C010227,9600,DEBTCONSOLIDATION,D,,0.2,1,medium,,medium,4
A010228,C010228,3000,VENTURE,B,,0.05,0,small,,low,2
A010229,C010229,14000,EDUCATION,A,7.49,0.23,1,medium,low,medium,1
A010230,C010230,15000,PERSONAL,A,7.49,0.23,0,medium,low,medium,1
A010231,C010231,15000,VENTURE,C,14.79,0.23,0,medium,medium,medium,3
A010232,C010232,9600,EDUCATION,C,13.99,0.17,0,medium,medium,low,3
A010233,C010233,9600,EDUCATION,C,14.65,0.16,0,medium,medium,low,3
A010234,C010234,9600,PERSONAL,A,7.9,0.16,0,medium,low,low,1
A010235,C010235,9600,DEBTCONSOLIDATION,A,7.9,0.16,0,medium,low,low,1
A010236,C010236,4000,PERSONAL,B,11.99,0.06,0,small,medium,low,2
A010237,C010237,8750,EDUCATION,B,9.99,0.13,0,medium,low,low,2
A010238,C010238,9600,PERSONAL,F,20.62,0.18,1,medium,high,low,6
A010239,C010239,9600,HOMEIMPROVEMENT,D,15.62,0.18,1,medium,high,low,4
A010240,C010240,6600,MEDICAL,B,11.49,0.1,0,medium,medium,low,2
A010241,C010241,10000,DEBTCONSOLIDATION,B,11.49,0.15,0,medium,medium,low,2
A010242,C010242,10000,PERSONAL,A,5.42,0.15,0,medium,low,low,1
A010243,C010243,15500,DEBTCONSOLIDATION,A,7.49,0.23,0,medium,low,medium,1
A010244,C010244,11200,VENTURE,C,13.99,0.17,0,medium,medium,low,3
A010245,C010245,4500,EDUCATION,A,7.49,0.07,0,small,low,low,1
A010246,C010246,9600,EDUCATION,D,14.46,0.15,0,medium,medium,low,4
A010247,C010247,2700,VENTURE,B,10.74,0.04,0,small,medium,low,2
A010248,C010248,12000,PERSONAL,A,5.79,0.18,0,medium,low,low,1
A010249,C010249,9600,PERSONAL,C,12.99,0.15,0,medium,medium,low,3
A010250,C010250,9600,EDUCATION,A,7.49,0.16,1,medium,low,low,1
A010251,C010251,10000,PERSONAL,B,9.63,0.15,0,medium,low,low,2
A010252,C010252,9600,MEDICAL,C,11.97,0.15,0,medium,medium,low,3
A010253,C010253,7000,DEBTCONSOLIDATION,B,9.63,0.11,0,medium,low,low,2
A010254,C010254,9600,DEBTCONSOLIDATION,A,8.49,0.15,0,medium,low,low,1
A010255,C010255,9600,PERSONAL,B,11.26,0.15,0,medium,medium,low,2
A010256,C010256,18000,MEDICAL,A,6.91,0.27,0,medium,low,medium,1
A010257,C010257,9600,DEBTCONSOLIDATION,A,7.51,0.14,0,medium,low,low,1
A010258,C010258,15000,MEDICAL,A,6.54,0.23,0,medium,low,medium,1
A010259,C010259,9600,EDUCATION,B,11.71,0.14,0,medium,medium,low,2
A010260,C010260,2400,VENTURE,B,,0.04,0,small,,low,2
A010261,C010261,9600,EDUCATION,C,11.97,0.15,1,medium,medium,low,3
A010262,C010262,2700,DEBTCONSOLIDATION,A,6.76,0.04,0,small,low,low,1
A010263,C010263,9600,MEDICAL,A,7.9,0.14,0,medium,low,low,1
A010264,C010264,15000,HOMEIMPROVEMENT,C,14.35,0.23,0,medium,medium,medium,3
A010265,C010265,8500,DEBTCONSOLIDATION,A,7.51,0.13,0,medium,low,low,1
A010266,C010266,6000,VENTURE,A,7.88,0.09,0,medium,low,low,1
A010267,C010267,3000,VENTURE,A,7.51,0.05,0,small,low,low,1
A010268,C010268,7800,PERSONAL,A,7.88,0.12,0,medium,low,low,1
A010269,C010269,9600,HOMEIMPROVEMENT,A,5.79,0.14,0,medium,low,low,1
A010270,C010270,9600,EDUCATION,A,7.29,0.13,0,medium,low,low,1
A010271,C010271,9600,MEDICAL,C,13.92,0.13,0,medium,medium,low,3
A010272,C010272,9600,PERSONAL,B,12.69,0.13,0,medium,medium,low,2
A010273,C010273,9600,PERSONAL,B,10.0,0.13,0,medium,medium,low,2
A010274,C010274,13000,DEBTCONSOLIDATION,B,10.25,0.2,0,medium,medium,medium,2
A010275,C010275,5000,VENTURE,B,9.88,0.08,0,small,low,low,2
A010276,C010276,9600,DEBTCONSOLIDATION,C,,0.12,0,medium,,low,3
A010277,C010277,7000,DEBTCONSOLIDATION,A,7.88,0.11,0,medium,low,low,1
A010278,C010278,20000,PERSONAL,B,10.25,0.3,0,medium,medium,medium,2
A010279,C010279,15000,EDUCATION,D,14.59,0.25,1,medium,medium,medium,4
A010280,C010280,5600,DEBTCONSOLIDATION,C,14.22,0.09,1,medium,medium,low,3
A010281,C010281,9600,PERSONAL,A,7.88,0.12,0,medium,low,low,1
A010282,C010282,15000,MEDICAL,B,9.88,0.23,0,medium,low,medium,2
A010283,C010283,9600,EDUCATION,A,,0.12,0,medium,,low,1
A010284,C010284,13200,EDUCATION,B,11.14,0.2,0,medium,medium,medium,2
A010285,C010285,9600,EDUCATION,B,12.21,0.12,0,medium,medium,low,2
A010286,C010286,17500,EDUCATION,B,11.48,0.27,0,medium,medium,medium,2
A010287,C010287,9600,PERSONAL,A,7.29,0.12,0,medium,low,low,1
A010288,C010288,9600,EDUCATION,B,10.99,0.12,0,medium,medium,low,2
A010289,C010289,9600,DEBTCONSOLIDATION,D,14.42,0.12,1,medium,medium,low,4
A010290,C010290,9600,MEDICAL,B,10.99,0.11,0,medium,medium,low,2
A010291,C010291,10000,PERSONAL,B,12.21,0.17,1,medium,medium,low,2
A010292,C010292,18500,HOMEIMPROVEMENT,B,12.21,0.28,0,medium,medium,medium,2
A010293,C010293,9600,PERSONAL,A,8.94,0.13,1,medium,low,low,1
A010294,C010294,9600,EDUCATION,A,7.29,0.11,0,medium,low,low,1
A010295,C010295,9600,PERSONAL,A,5.79,0.11,0,medium,low,low,1
A010296,C010296,15000,EDUCATION,C,11.72,0.23,0,medium,medium,medium,3
A010297,C010297,5875,MEDICAL,C,10.91,0.09,0,medium,medium,low,3
A010298,C010298,9600,DEBTCONSOLIDATION,C,13.85,0.11,0,medium,medium,low,3
A010299,C010299,4000,EDUCATION,C,12.53,0.06,0,small,medium,low,3
A010300,C010300,9600,DEBTCONSOLIDATION,D,14.11,0.12,1,medium,medium,low,4
A010301,C010301,9600,PERSONAL,C,12.99,0.1,0,medium,medium,low,3
A010302,C010302,9600,HOMEIMPROVEMENT,B,11.99,0.1,0,medium,medium,low,2
A010303,C010303,8700,MEDICAL,A,6.92,0.13,0,medium,low,low,1
A010304,C010304,5000,MEDICAL,C,12.53,0.08,0,small,medium,low,3
A010305,C010305,10000,VENTURE,A,7.88,0.15,0,medium,low,low,1
A010306,C010306,15000,EDUCATION,C,13.48,0.23,0,medium,medium,medium,3
A010307,C010307,9600,DEBTCONSOLIDATION,B,10.37,0.1,0,medium,medium,low,2
A010308,C010308,4000,MEDICAL,B,12.18,0.06,0,small,medium,low,2
A010309,C010309,4000,EDUCATION,A,8.32,0.06,0,small,low,low,1
A010310,C010310,5000,DEBTCONSOLIDATION,B,9.63,0.08,0,small,low,low,2
A010311,C010311,9600,EDUCATION,C,14.22,0.08,0,medium,medium,low,3
A010312,C010312,9700,HOMEIMPROVEMENT,C,11.34,0.35,1,medium,medium,medium,3
A010313,C010313,8800,HOMEIMPROVEMENT,A,8.59,0.13,0,medium,low,low,1
A010314,C010314,1400,VENTURE,C,12.53,0.02,0,small,medium,low,3
A010315,C010315,9700,MEDICAL,B,12.53,0.14,0,medium,medium,low,2
A010316,C010316,12000,EDUCATION,C,12.53,0.18,0,medium,medium,low,3
A010317,C010317,18000,DEBTCONSOLIDATION,B,11.26,0.3,1,medium,medium,medium,2
A010318,C010318,7200,VENTURE,B,10.65,0.11,0,medium,medium,low,2
A010319,C010319,1500,MEDICAL,B,11.49,0.02,0,small,medium,low,2
A010320,C010320,9000,HOMEIMPROVEMENT,A,6.99,0.13,0,medium,low,low,1
A010321,C010321,2500,PERSONAL,B,11.49,0.04,0,small,medium,low,2
A010322,C010322,12000,MEDICAL,A,5.42,0.18,0,medium,low,low,1
A010323,C010323,16000,PERSONAL,C,12.73,0.24,0,medium,medium,medium,3
A010324,C010324,9950,EDUCATION,A,8.49,0.33,1,medium,low,medium,1
A010325,C010325,20000,PERSONAL,B,10.95,0.3,0,medium,medium,medium,2
A010326,C010326,6000,EDUCATION,B,10.37,0.09,0,medium,medium,low,2
A010327,C010327,10000,EDUCATION,B,9.62,0.15,0,medium,low,low,2
A010328,C010328,10000,HOMEIMPROVEMENT,A,7.29,0.56,1,medium,low,high,1
A010329,C010329,7000,VENTURE,C,14.72,0.1,0,medium,medium,low,3
A010330,C010330,10000,HOMEIMPROVEMENT,B,10.99,0.52,1,medium,medium,high,2
A010331,C010331,7000,DEBTCONSOLIDATION,A,7.88,0.1,0,medium,low,low,1
A010332,C010332,10000,MEDICAL,A,9.32,0.15,0,medium,low,low,1
A010333,C010333,10000,VENTURE,A,6.62,0.5,1,medium,low,high,1
A010334,C010334,1000,MEDICAL,A,9.32,0.01,0,small,low,low,1
A010335,C010335,10000,EDUCATION,A,7.49,0.5,1,medium,low,high,1
A010336,C010336,10000,EDUCATION,B,10.95,0.5,1,medium,medium,high,2
A010337,C010337,10000,EDUCATION,B,11.71,0.48,1,medium,medium,medium,2
A010338,C010338,16000,MEDICAL,B,12.69,0.24,0,medium,medium,medium,2
A010339,C010339,10000,EDUCATION,C,13.72,0.48,1,medium,medium,medium,3
A010340,C010340,10000,DEBTCONSOLIDATION,C,12.73,0.48,1,medium,medium,medium,3
A010341,C010341,7500,EDUCATION,D,16.29,0.11,0,medium,high,low,4
A010342,C010342,3000,PERSONAL,A,7.9,0.04,0,small,low,low,1
A010343,C010343,29000,VENTURE,A,7.51,0.43,0,large,low,medium,1
A010344,C010344,2500,MEDICAL,B,11.71,0.04,0,small,medium,low,2
A010345,C010345,10400,MEDICAL,A,8.9,0.16,0,medium,low,low,1
A010346,C010346,10000,MEDICAL,C,13.16,0.48,1,medium,medium,medium,3
A010347,C010347,10000,PERSONAL,B,12.21,0.48,1,medium,medium,medium,2
A010348,C010348,10000,VENTURE,A,,0.15,0,medium,,low,1
A010349,C010349,10000,MEDICAL,B,9.91,0.46,1,medium,low,medium,2
A010350,C010350,10000,VENTURE,B,9.63,0.45,1,medium,low,medium,2
A010351,C010351,10000,MEDICAL,D,14.59,0.45,1,medium,medium,medium,4
A010352,C010352,10400,EDUCATION,A,5.99,0.16,0,medium,low,low,1
A010353,C010353,12000,EDUCATION,B,11.99,0.18,0,medium,medium,low,2
A010354,C010354,5600,DEBTCONSOLIDATION,A,7.49,0.08,0,medium,low,low,1
A010355,C010355,10000,MEDICAL,B,9.88,0.43,1,medium,low,medium,2
A010356,C010356,4000,DEBTCONSOLIDATION,A,7.49,0.06,0,small,low,low,1
A010357,C010357,10000,PERSONAL,A,7.51,0.43,1,medium,low,medium,1
A010358,C010358,10000,PERSONAL,B,9.88,0.42,1,medium,low,medium,2
A010359,C010359,10000,VENTURE,A,9.32,0.42,1,medium,low,medium,1
A010360,C010360,10000,HOMEIMPROVEMENT,B,9.91,0.42,1,medium,low,medium,2
A010361,C010361,10000,EDUCATION,A,,0.42,1,medium,,medium,1
A010362,C010362,10000,MEDICAL,A,,0.42,1,medium,,medium,1
A010363,C010363,10000,DEBTCONSOLIDATION,B,10.38,0.42,1,medium,medium,medium,2
A010364,C010364,12150,HOMEIMPROVEMENT,B,10.37,0.18,0,medium,medium,low,2
A010365,C010365,9250,DEBTCONSOLIDATION,A,5.79,0.14,0,medium,low,low,1
A010366,C010366,8800,DEBTCONSOLIDATION,A,7.51,0.13,0,medium,low,low,1
A010367,C010367,4000,VENTURE,A,6.76,0.06,0,small,low,low,1
A010368,C010368,10000,DEBTCONSOLIDATION,C,13.48,0.42,1,medium,medium,medium,3
A010369,C010369,3250,VENTURE,A,6.76,0.05,0,small,low,low,1
A010370,C010370,10000,DEBTCONSOLIDATION,B,10.99,0.42,1,medium,medium,medium,2
A010371,C010371,10000,DEBTCONSOLIDATION,A,,0.42,1,medium,,medium,1
A010372,C010372,12000,EDUCATION,A,8.59,0.18,0,medium,low,low,1
A010373,C010373,10000,VENTURE,B,8.7,0.42,1,medium,low,medium,2
A010374,C010374,25000,EDUCATION,D,15.65,0.37,0,large,high,medium,4
A010375,C010375,6400,PERSONAL,C,,0.1,0,medium,,low,3
A010376,C010376,10000,PERSONAL,B,9.64,0.4,1,medium,low,medium,2
A010377,C010377,10000,PERSONAL,B,,0.4,1,medium,,medium,2
A010378,C010378,13000,VENTURE,C,,0.19,0,medium,,low,3
A010379,C010379,10000,MEDICAL,A,8.94,0.4,1,medium,low,medium,1
A010380,C010380,10000,PERSONAL,A,,0.4,1,medium,,medium,1
A010381,C010381,6000,VENTURE,A,9.32,0.09,0,medium,low,low,1
A010382,C010382,10000,PERSONAL,B,12.21,0.15,0,medium,medium,low,2
A010383,C010383,16000,EDUCATION,E,16.32,0.24,0,medium,high,medium,5
A010384,C010384,18000,HOMEIMPROVEMENT,C,12.09,0.3,1,medium,medium,medium,3
A010385,C010385,7000,EDUCATION,A,8.63,0.1,0,medium,low,low,1
A010386,C010386,10000,DEBTCONSOLIDATION,A,7.66,0.4,1,medium,low,medium,1
A010387,C010387,10000,VENTURE,B,11.36,0.4,1,medium,medium,medium,2
A010388,C010388,10000,VENTURE,B,11.83,0.4,1,medium,medium,medium,2
A010389,C010389,25000,DEBTCONSOLIDATION,D,17.49,0.41,1,large,high,medium,4
A010390,C010390,10000,EDUCATION,B,10.62,0.15,0,medium,medium,low,2
A010391,C010391,10000,PERSONAL,A,8.59,0.4,1,medium,low,medium,1
A010392,C010392,15000,HOMEIMPROVEMENT,C,,0.22,0,medium,,medium,3
A010393,C010393,10000,PERSONAL,D,14.11,0.4,1,medium,medium,medium,4
A010394,C010394,16000,VENTURE,A,6.03,0.24,0,medium,low,medium,1
A010395,C010395,5525,EDUCATION,A,6.99,0.08,0,medium,low,low,1
A010396,C010396,5000,PERSONAL,B,9.99,0.07,0,small,low,low,2
A010397,C010397,5000,MEDICAL,C,13.8,0.07,0,small,medium,low,3
A010398,C010398,10000,EDUCATION,D,15.58,0.39,1,medium,high,medium,4
A010399,C010399,2500,EDUCATION,C,,0.04,1,small,,low,3
A010400,C010400,3250,HOMEIMPROVEMENT,B,11.49,0.05,0,small,medium,low,2
A010401,C010401,10000,DEBTCONSOLIDATION,B,10.65,0.38,1,medium,medium,medium,2
A010402,C010402,6500,HOMEIMPROVEMENT,A,7.14,0.1,0,medium,low,low,1
A010403,C010403,10000,PERSONAL,B,10.99,0.38,1,medium,medium,medium,2
A010404,C010404,3500,MEDICAL,B,10.75,0.06,1,small,medium,low,2
A010405,C010405,3900,EDUCATION,C,14.35,0.06,0,small,medium,low,3
A010406,C010406,10000,EDUCATION,E,16.63,0.38,1,medium,high,medium,5
A010407,C010407,9600,EDUCATION,D,14.96,0.14,0,medium,medium,low,4
A010408,C010408,12000,MEDICAL,C,12.87,0.18,0,medium,medium,low,3
A010409,C010409,5500,EDUCATION,B,10.25,0.08,0,medium,medium,low,2
A010410,C010410,10000,VENTURE,C,13.49,0.38,1,medium,medium,medium,3
A010411,C010411,4000,MEDICAL,C,,0.07,1,small,,low,3
A010412,C010412,19600,DEBTCONSOLIDATION,D,15.65,0.32,1,medium,high,medium,4
A010413,C010413,10000,EDUCATION,A,7.49,0.38,1,medium,low,medium,1
A010414,C010414,14400,EDUCATION,B,11.71,0.21,0,medium,medium,medium,2
A010415,C010415,10000,PERSONAL,D,16.02,0.38,1,medium,high,medium,4
A010416,C010416,10000,MEDICAL,A,,0.38,1,medium,,medium,1
A010417,C010417,10000,MEDICAL,A,6.54,0.38,1,medium,low,medium,1
A010418,C010418,3000,PERSONAL,A,7.88,0.04,0,small,low,low,1
A010419,C010419,10000,PERSONAL,B,9.88,0.38,1,medium,low,medium,2
A010420,C010420,10000,MEDICAL,B,10.65,0.37,1,medium,medium,medium,2
A010421,C010421,10000,MEDICAL,B,,0.37,1,medium,,medium,2
A010422,C010422,10000,DEBTCONSOLIDATION,C,12.73,0.37,1,medium,medium,medium,3
A010423,C010423,10000,EDUCATION,C,12.61,0.37,1,medium,medium,medium,3
A010424,C010424,10000,EDUCATION,C,10.28,0.37,1,medium,medium,medium,3
A010425,C010425,10000,DEBTCONSOLIDATION,A,,0.36,1,medium,,medium,1
A010426,C010426,10000,EDUCATION,A,5.42,0.36,1,medium,low,medium,1
A010427,C010427,10000,MEDICAL,A,6.91,0.36,1,medium,low,medium,1
A010428,C010428,3000,MEDICAL,C,14.35,0.04,0,small,medium,low,3
A010429,C010429,10000,PERSONAL,C,11.34,0.35,1,medium,medium,medium,3
A010430,C010430,10000,VENTURE,A,7.49,0.34,1,medium,low,medium,1
A010431,C010431,10000,MEDICAL,A,7.29,0.34,1,medium,low,medium,1
A010432,C010432,9600,EDUCATION,C,14.79,0.14,0,medium,medium,low,3
A010433,C010433,10000,VENTURE,B,10.74,0.34,1,medium,medium,medium,2
A010434,C010434,10000,DEBTCONSOLIDATION,B,10.0,0.34,1,medium,medium,medium,2
A010435,C010435,6400,VENTURE,A,7.14,0.09,0,medium,low,low,1
A010436,C010436,1700,DEBTCONSOLIDATION,D,16.77,0.03,1,small,high,low,4
A010437,C010437,2400,DEBTCONSOLIDATION,A,8.49,0.04,0,small,low,low,1
A010438,C010438,10000,HOMEIMPROVEMENT,B,11.71,0.34,1,medium,medium,medium,2
A010439,C010439,12000,DEBTCONSOLIDATION,B,10.75,0.18,0,medium,medium,low,2
A010440,C010440,12000,VENTURE,A,7.51,0.18,0,medium,low,low,1
A010441,C010441,6500,HOMEIMPROVEMENT,D,16.29,0.1,0,medium,high,low,4
A010442,C010442,10000,HOMEIMPROVEMENT,C,15.27,0.33,1,medium,high,medium,3
A010443,C010443,20000,EDUCATION,D,16.77,0.29,0,medium,high,medium,4
A010444,C010444,16000,DEBTCONSOLIDATION,A,7.9,0.24,0,medium,low,medium,1
A010445,C010445,10000,EDUCATION,C,13.99,0.33,1,medium,medium,medium,3
A010446,C010446,10000,VENTURE,B,11.99,0.33,1,medium,medium,medium,2
A010447,C010447,10000,PERSONAL,E,19.29,0.33,1,medium,high,medium,5
A010448,C010448,10000,DEBTCONSOLIDATION,A,7.49,0.33,1,medium,low,medium,1
A010449,C010449,10000,DEBTCONSOLIDATION,A,6.99,0.33,1,medium,low,medium,1
A010450,C010450,9000,EDUCATION,C,15.27,0.13,0,medium,high,low,3
A010451,C010451,8000,MEDICAL,D,16.29,0.13,1,medium,high,low,4
A010452,C010452,6000,HOMEIMPROVEMENT,B,12.42,0.09,0,medium,medium,low,2
A010453,C010453,10000,MEDICAL,B,9.91,0.15,0,medium,low,low,2
A010454,C010454,26400,MEDICAL,D,16.49,0.43,1,large,high,medium,4
A010455,C010455,11000,EDUCATION,A,6.99,0.16,0,medium,low,low,1
A010456,C010456,11500,EDUCATION,B,9.99,0.17,0,medium,low,low,2
A010457,C010457,10000,DEBTCONSOLIDATION,B,10.37,0.33,1,medium,medium,medium,2
A010458,C010458,10000,MEDICAL,A,5.79,0.33,1,medium,low,medium,1
A010459,C010459,8000,MEDICAL,A,7.49,0.12,0,medium,low,low,1
A010460,C010460,10000,MEDICAL,A,7.51,0.33,1,medium,low,medium,1
A010461,C010461,6500,VENTURE,A,5.99,0.1,0,medium,low,low,1
A010462,C010462,10000,EDUCATION,B,11.86,0.33,1,medium,medium,medium,2
A010463,C010463,10000,PERSONAL,A,7.49,0.15,0,medium,low,low,1
A010464,C010464,6500,VENTURE,C,12.99,0.1,0,medium,medium,low,3
A010465,C010465,10000,EDUCATION,C,14.35,0.33,1,medium,medium,medium,3
A010466,C010466,10000,PERSONAL,C,13.98,0.33,1,medium,medium,medium,3
A010467,C010467,8000,DEBTCONSOLIDATION,B,,0.12,0,medium,,low,2
A010468,C010468,10000,DEBTCONSOLIDATION,D,,0.33,1,medium,,medium,4
A010469,C010469,10000,EDUCATION,A,8.49,0.15,0,medium,low,low,1
A010470,C010470,10000,PERSONAL,B,10.74,0.15,0,medium,medium,low,2
A010471,C010471,10000,DEBTCONSOLIDATION,A,5.79,0.15,0,medium,low,low,1
A010472,C010472,10000,MEDICAL,A,7.51,0.33,1,medium,low,medium,1
A010473,C010473,6000,VENTURE,A,,0.09,0,medium,,low,1
A010474,C010474,9750,VENTURE,B,10.37,0.14,0,medium,medium,low,2
A010475,C010475,10000,PERSONAL,B,11.48,0.33,1,medium,medium,medium,2
A010476,C010476,10000,MEDICAL,B,12.18,0.33,1,medium,medium,medium,2
A010477,C010477,10000,VENTURE,B,10.37,0.15,0,medium,medium,low,2
A010478,C010478,10000,MEDICAL,B,11.14,0.33,1,medium,medium,medium,2
A010479,C010479,10000,VENTURE,B,11.14,0.33,1,medium,medium,medium,2
A010480,C010480,12000,PERSONAL,A,5.42,0.18,0,medium,low,low,1
A010481,C010481,10000,PERSONAL,B,11.14,0.33,1,medium,medium,medium,2
A010482,C010482,10000,MEDICAL,D,14.61,0.33,1,medium,medium,medium,4
A010483,C010483,10000,PERSONAL,D,,0.33,1,medium,,medium,4
A010484,C010484,3600,MEDICAL,A,6.54,0.05,0,small,low,low,1
A010485,C010485,10000,EDUCATION,B,,0.15,0,medium,,low,2
A010486,C010486,13000,MEDICAL,A,7.88,0.19,0,medium,low,low,1
A010487,C010487,10000,MEDICAL,A,9.63,0.33,1,medium,low,medium,1
A010488,C010488,6000,EDUCATION,A,7.88,0.09,0,medium,low,low,1
A010489,C010489,10000,MEDICAL,C,12.53,0.33,1,medium,medium,medium,3
A010490,C010490,3500,MEDICAL,A,6.39,0.05,0,small,low,low,1
A010491,C010491,10000,DEBTCONSOLIDATION,C,11.66,0.33,1,medium,medium,medium,3
A010492,C010492,10000,PERSONAL,A,8.38,0.33,1,medium,low,medium,1
A010493,C010493,14000,VENTURE,A,,0.21,0,medium,,medium,1
A010494,C010494,10000,DEBTCONSOLIDATION,B,10.37,0.33,1,medium,medium,medium,2
A010495,C010495,10000,DEBTCONSOLIDATION,B,11.49,0.33,1,medium,medium,medium,2
A010496,C010496,10000,EDUCATION,B,10.37,0.33,1,medium,medium,medium,2
A010497,C010497,14800,EDUCATION,B,9.88,0.22,0,medium,low,medium,2
A010498,C010498,10000,DEBTCONSOLIDATION,A,7.88,0.33,1,medium,low,medium,1
A010499,C010499,6500,EDUCATION,A,,0.1,0,medium,,low,1
A010500,C010500,10000,PERSONAL,A,8.9,0.32,1,medium,low,medium,1
